"What happens if a --plugin-dir plugin shares a name with an installed marketplace plugin?","The local copy takes precedence for that session, letting you test changes without uninstalling the marketplace version first — except settings that force-enable/disable via policy."
"How do I confirm an LSP server actually started?","Check the /plugin manager's Errors tab — a failed server shows something like 'Executable not found in $PATH'. Run claude --debug for invalid-configuration details."
"How do I verify hooks actually fired?","Trigger the matching event (e.g. ask Claude to edit a file for a PostToolUse hook) and check the debug log, which records which hooks matched, their exit codes, and output."
"What is claude plugin init used for?","Scaffolds a new plugin directly inside ~/.claude/skills/, creating the manifest and a starter SKILL.md — loads automatically each session with no marketplace or install step."
"What is a skills-directory plugin?","A plugin created via claude plugin init that lives in ~/.claude/skills/ and auto-loads each session, shown as name@skills-dir, distinct from marketplace-installed plugins."
"How do I convert existing .claude/ configuration into a shareable plugin?","Create a plugin directory with .claude-plugin/plugin.json, then copy .claude/commands, .claude/agents, and .claude/skills into the plugin root; migrate hooks into hooks/hooks.json."
"What changes for hooks specifically when migrating to a plugin?","Hooks move from settings.json into hooks/hooks.json at the plugin root — same JSON format, just relocated and now shareable."
"After migrating .claude/ config to a plugin, should I keep both copies?","No — remove the original .claude/ files afterward to avoid duplicates and confusion about which version is active."
"Do migrated plugin skills override original standalone skills with the same name?","No — plugin skills are namespaced (/plugin-name:skill-name), so the original /skill-name and the plugin copy both remain available side by side."
"What should a shareable plugin include besides code?","A README.md with installation and usage instructions, a defined versioning strategy, and ideally tests with real teammates before wide distribution."
"How do I distribute a plugin to my team privately?","Host a plugin marketplace in a private repository — keeps the plugin internal instead of publishing to a public catalog."
"What is claude-plugins-official?","Anthropic's curated public marketplace of plugins, auto-registered the first time Claude Code starts interactively."
"What is claude-community?","The public community marketplace where third-party plugin submissions land after review; add via /plugin marketplace add anthropics/claude-plugins-community."
"How do I submit a plugin for community marketplace review?","Use the in-app form — claude.ai/admin-settings/directory/submissions/plugins/new for Team/Enterprise orgs, or platform.claude.com/plugins/submit for individual authors."
"What should I run before submitting a plugin for review?","claude plugin validate ./your-plugin — the same check the review pipeline runs, plus automated safety screening. Add --strict to treat warnings as failures."
"What does '✔ Validation passed with warnings' mean?","Validation succeeded but flagged non-blocking issues. Warnings don't fail validation unless you pass --strict, which treats them as errors."
"Where do approved community plugins end up technically?","Pinned to a specific commit SHA in the anthropics/claude-plugins-community GitHub catalog; CI auto-bumps the pin as you push new commits."
"Is there a delay between plugin approval and availability?","Yes — the public catalog syncs nightly from the review pipeline, so check marketplace.json in the community catalog to confirm installability."
"Author and License Information","Deck created by Sevetech (PaperStackPro). Claude Code Plugins Tutorial deck. Use freely for personal/educational purposes. Share with credit. Not affiliated with Anthropic. Last updated 2026. License: CC BY 4.0"
